Date,Area,Building_name,Loop,Type,Usage
2017/08/31,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/30,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/29,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/28,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/27,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/26,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/25,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/24,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/23,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/22,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/21,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/20,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/19,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/18,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/17,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/16,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/15,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/14,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/13,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/12,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/11,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/10,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/09,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/08,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/07,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/06,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/05,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/04,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/03,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/02,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/01,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/31,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/30,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/29,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/28,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/27,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/26,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/25,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/24,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/23,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/22,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/21,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/20,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/19,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/18,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/17,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/16,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/15,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/14,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/13,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/12,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/11,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/10,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/09,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/08,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/07,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/06,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/05,北區,學生十舍,學生交誼廳,宿舍,0
2017/07/04,北區,學生十舍,學生交誼廳,宿舍,0
2017/08/31,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/30,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/29,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/28,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/27,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/26,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/25,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/24,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/23,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/22,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/21,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/20,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/19,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/18,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/17,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/16,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/15,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/14,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/13,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/12,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/11,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/10,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/09,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/08,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/07,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/06,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/05,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/04,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/03,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/02,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/08/01,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/31,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/30,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/29,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/28,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/27,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/26,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/25,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/24,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/23,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/22,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/21,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/20,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/19,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/18,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/17,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/16,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/07/15,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/06/03,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/06/02,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/06/01,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/05/31,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/25,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/24,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/23,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/22,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/21,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/20,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/19,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/18,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/17,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/16,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/15,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/14,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/13,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/12,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/11,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/10,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/09,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/08,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/07,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/06,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/05,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/04,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/03,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/02,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/10/01,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/30,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/29,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/28,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/27,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/26,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/25,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/24,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/23,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/22,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/21,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/20,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/19,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/18,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/17,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/16,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/15,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/14,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/13,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/12,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/11,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/10,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/09,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/08,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/07,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/06,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/05,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/04,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/03,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/02,南區,學生十三舍,閱覽交誼廳,宿舍,0
2016/09/01,南區,學生十三舍,閱覽交誼廳,宿舍,0
2017/01/27,南區,綜合一館,管科MP動力,教學,0
2017/01/26,南區,綜合一館,管科MP動力,教學,0
2017/01/25,南區,綜合一館,管科MP動力,教學,0
2017/03/26,南區,綜合一館,棒球場照明,行政,0
2017/03/25,南區,綜合一館,棒球場照明,行政,0
2017/03/24,南區,綜合一館,棒球場照明,行政,0
2017/03/23,南區,綜合一館,棒球場照明,行政,0
2017/03/22,南區,綜合一館,棒球場照明,行政,0
2017/03/21,南區,綜合一館,棒球場照明,行政,0
2017/03/19,南區,綜合一館,棒球場照明,行政,0
2017/03/18,南區,綜合一館,棒球場照明,行政,0
2017/03/17,南區,綜合一館,棒球場照明,行政,0
2017/03/16,南區,綜合一館,棒球場照明,行政,0
2017/03/15,南區,綜合一館,棒球場照明,行政,0
2017/03/14,南區,綜合一館,棒球場照明,行政,0
2017/03/13,南區,綜合一館,棒球場照明,行政,0
2017/03/12,南區,綜合一館,棒球場照明,行政,0
2017/03/11,南區,綜合一館,棒球場照明,行政,0
2017/03/10,南區,綜合一館,棒球場照明,行政,0
2017/03/09,南區,綜合一館,棒球場照明,行政,0
2017/03/08,南區,綜合一館,棒球場照明,行政,0
2017/03/07,南區,綜合一館,棒球場照明,行政,0
2017/03/06,南區,綜合一館,棒球場照明,行政,0
2017/03/05,南區,綜合一館,棒球場照明,行政,0
2017/03/04,南區,綜合一館,棒球場照明,行政,0
2017/03/03,南區,綜合一館,棒球場照明,行政,0
2017/03/02,南區,綜合一館,棒球場照明,行政,0
2017/03/01,南區,綜合一館,棒球場照明,行政,0
2017/02/28,南區,綜合一館,棒球場照明,行政,0
2017/02/27,南區,綜合一館,棒球場照明,行政,0
2017/02/26,南區,綜合一館,棒球場照明,行政,0
2017/02/25,南區,綜合一館,棒球場照明,行政,0
2017/02/24,南區,綜合一館,棒球場照明,行政,0
2017/02/23,南區,綜合一館,棒球場照明,行政,0
2017/02/22,南區,綜合一館,棒球場照明,行政,0
2017/02/21,南區,綜合一館,棒球場照明,行政,0
2017/02/20,南區,綜合一館,棒球場照明,行政,0
2017/02/19,南區,綜合一館,棒球場照明,行政,0
2017/02/18,南區,綜合一館,棒球場照明,行政,0
2017/02/17,南區,綜合一館,棒球場照明,行政,0
2017/02/16,南區,綜合一館,棒球場照明,行政,0
2017/02/15,南區,綜合一館,棒球場照明,行政,0
2017/02/14,南區,綜合一館,棒球場照明,行政,0
2017/02/13,南區,綜合一館,棒球場照明,行政,0
2017/02/12,南區,綜合一館,棒球場照明,行政,0
2017/02/11,南區,綜合一館,棒球場照明,行政,0
2017/02/10,南區,綜合一館,棒球場照明,行政,0
2017/02/09,南區,綜合一館,棒球場照明,行政,0
2017/02/08,南區,綜合一館,棒球場照明,行政,0
2017/02/07,南區,綜合一館,棒球場照明,行政,0
2017/02/06,南區,綜合一館,棒球場照明,行政,0
2017/02/05,南區,綜合一館,棒球場照明,行政,0
2017/02/04,南區,綜合一館,棒球場照明,行政,0
2017/02/03,南區,綜合一館,棒球場照明,行政,0
2017/02/02,南區,綜合一館,棒球場照明,行政,0
2017/02/01,南區,綜合一館,棒球場照明,行政,0
2017/01/31,南區,綜合一館,棒球場照明,行政,0
2017/01/30,南區,綜合一館,棒球場照明,行政,0
2017/01/29,南區,綜合一館,棒球場照明,行政,0
2017/01/28,南區,綜合一館,棒球場照明,行政,0
2017/01/27,南區,綜合一館,棒球場照明,行政,0
2017/01/26,南區,綜合一館,棒球場照明,行政,0
2017/01/25,南區,綜合一館,棒球場照明,行政,0
2017/01/24,南區,綜合一館,棒球場照明,行政,0
2017/01/23,南區,綜合一館,棒球場照明,行政,0
2017/01/22,南區,綜合一館,棒球場照明,行政,0
2017/01/21,南區,綜合一館,棒球場照明,行政,0
2017/06/03,南區,女二舍,第二招待所,宿舍,0
2017/06/02,南區,女二舍,第二招待所,宿舍,0
2017/06/01,南區,女二舍,第二招待所,宿舍,0
2017/05/31,南區,女二舍,第二招待所,宿舍,0
2017/08/29,北區,活動中心,思源,行政,0
2017/08/27,北區,活動中心,思源,行政,0
2017/08/26,北區,活動中心,思源,行政,0
2017/08/31,北區,活動中心,空調R,行政,0
2017/08/30,北區,活動中心,空調R,行政,0
2017/08/29,北區,活動中心,空調R,行政,0
2017/08/28,北區,活動中心,空調R,行政,0
2017/08/27,北區,活動中心,空調R,行政,0
2017/08/26,北區,活動中心,空調R,行政,0
2017/08/25,北區,活動中心,空調R,行政,0
2017/08/24,北區,活動中心,空調R,行政,0
2017/08/23,北區,活動中心,空調R,行政,0
2017/08/22,北區,活動中心,空調R,行政,0
2017/08/21,北區,活動中心,空調R,行政,0
2017/08/20,北區,活動中心,空調R,行政,0
2017/08/19,北區,活動中心,空調R,行政,0
2017/08/18,北區,活動中心,空調R,行政,0
2017/08/17,北區,活動中心,空調R,行政,0
2017/08/16,北區,活動中心,空調R,行政,0
2017/08/15,北區,活動中心,空調R,行政,0
2017/08/14,北區,活動中心,空調R,行政,0
2017/08/13,北區,活動中心,空調R,行政,0
2017/08/12,北區,活動中心,空調R,行政,0
2017/08/11,北區,活動中心,空調R,行政,0
2017/08/10,北區,活動中心,空調R,行政,0
2017/08/09,北區,活動中心,空調R,行政,0
2017/08/08,北區,活動中心,空調R,行政,0
2017/08/07,北區,活動中心,空調R,行政,0
2017/08/06,北區,活動中心,空調R,行政,0
2017/08/05,北區,活動中心,空調R,行政,0
2017/08/04,北區,活動中心,空調R,行政,0
2017/08/03,北區,活動中心,空調R,行政,0
2017/08/02,北區,活動中心,空調R,行政,0
2017/08/01,北區,活動中心,空調R,行政,0
2017/07/31,北區,活動中心,空調R,行政,0
2017/07/30,北區,活動中心,空調R,行政,0
2017/07/29,北區,活動中心,空調R,行政,0
2017/07/28,北區,活動中心,空調R,行政,0
2017/07/27,北區,活動中心,空調R,行政,0
2017/07/26,北區,活動中心,空調R,行政,0
2017/07/25,北區,活動中心,空調R,行政,0
2017/07/24,北區,活動中心,空調R,行政,0
2017/07/23,北區,活動中心,空調R,行政,0
2017/07/22,北區,活動中心,空調R,行政,0
2017/07/21,北區,活動中心,空調R,行政,0
2017/07/20,北區,活動中心,空調R,行政,0
2017/07/19,北區,活動中心,空調R,行政,0
2017/07/18,北區,活動中心,空調R,行政,0
2017/07/17,北區,活動中心,空調R,行政,0
2017/07/16,北區,活動中心,空調R,行政,0
2017/07/15,北區,活動中心,空調R,行政,0
2017/07/14,北區,活動中心,空調R,行政,0
2017/07/13,北區,活動中心,空調R,行政,0
2017/07/12,北區,活動中心,空調R,行政,0
2017/07/11,北區,活動中心,空調R,行政,0
2017/07/10,北區,活動中心,空調R,行政,0
2017/07/09,北區,活動中心,空調R,行政,0
2017/07/08,北區,活動中心,空調R,行政,0
2017/07/07,北區,活動中心,空調R,行政,0
2017/07/06,北區,活動中心,空調R,行政,0
2017/07/05,北區,活動中心,空調R,行政,0
2017/07/04,北區,活動中心,空調R,行政,0
2017/07/03,北區,活動中心,空調R,行政,0
2017/07/02,北區,活動中心,空調R,行政,0
2017/07/01,北區,活動中心,空調R,行政,0
2017/06/30,北區,活動中心,空調R,行政,0
2017/06/29,北區,活動中心,空調R,行政,0
2017/06/28,北區,活動中心,空調R,行政,0
2017/06/27,北區,活動中心,空調R,行政,0
2017/06/26,北區,活動中心,空調R,行政,0
2017/06/25,北區,活動中心,空調R,行政,0
2017/06/24,北區,活動中心,空調R,行政,0
2017/06/23,北區,活動中心,空調R,行政,0
2017/06/22,北區,活動中心,空調R,行政,0
2017/06/21,北區,活動中心,空調R,行政,0
2017/06/20,北區,活動中心,空調R,行政,0
2017/06/19,北區,活動中心,空調R,行政,0
2017/06/18,北區,活動中心,空調R,行政,0
2017/06/17,北區,活動中心,空調R,行政,0
2017/06/16,北區,活動中心,空調R,行政,0
2017/06/15,北區,活動中心,空調R,行政,0
2017/06/14,北區,活動中心,空調R,行政,0
2017/06/13,北區,活動中心,空調R,行政,0
2017/06/12,北區,活動中心,空調R,行政,0
2017/06/11,北區,活動中心,空調R,行政,0
2017/06/10,北區,活動中心,空調R,行政,0
2017/06/09,北區,活動中心,空調R,行政,0
2017/06/08,北區,活動中心,空調R,行政,0
2017/06/07,北區,活動中心,空調R,行政,0
2017/06/06,北區,活動中心,空調R,行政,0
2017/06/05,北區,活動中心,空調R,行政,0
2017/06/04,北區,活動中心,空調R,行政,0
2017/06/03,北區,活動中心,空調R,行政,0
2017/06/02,北區,活動中心,空調R,行政,0
2017/06/01,北區,活動中心,空調R,行政,0
2017/05/31,北區,活動中心,空調R,行政,0
2017/05/30,北區,活動中心,空調R,行政,0
2017/05/29,北區,活動中心,空調R,行政,0
2017/05/28,北區,活動中心,空調R,行政,0
2017/05/27,北區,活動中心,空調R,行政,0
2017/05/26,北區,活動中心,空調R,行政,0
2017/05/25,北區,活動中心,空調R,行政,0
2017/05/24,北區,活動中心,空調R,行政,0
2017/05/23,北區,活動中心,空調R,行政,0
2017/05/22,北區,活動中心,空調R,行政,0
2017/05/21,北區,活動中心,空調R,行政,0
2017/05/20,北區,活動中心,空調R,行政,0
2017/05/19,北區,活動中心,空調R,行政,0
2017/05/18,北區,活動中心,空調R,行政,0
2017/05/17,北區,活動中心,空調R,行政,0
2017/05/16,北區,活動中心,空調R,行政,0
2017/05/15,北區,活動中心,空調R,行政,0
2017/05/14,北區,活動中心,空調R,行政,0
2017/05/13,北區,活動中心,空調R,行政,0
2017/05/12,北區,活動中心,空調R,行政,0
2017/05/11,北區,活動中心,空調R,行政,0
2017/05/10,北區,活動中心,空調R,行政,0
2017/05/09,北區,活動中心,空調R,行政,0
2017/05/08,北區,活動中心,空調R,行政,0
2017/05/07,北區,活動中心,空調R,行政,0
2017/05/06,北區,活動中心,空調R,行政,0
2017/05/05,北區,活動中心,空調R,行政,0
2017/05/04,北區,活動中心,空調R,行政,0
2017/05/03,北區,活動中心,空調R,行政,0
2017/05/02,北區,活動中心,空調R,行政,0
2017/05/01,北區,活動中心,空調R,行政,0
2017/04/30,北區,活動中心,空調R,行政,0
2017/04/29,北區,活動中心,空調R,行政,0
2017/04/28,北區,活動中心,空調R,行政,0
2017/04/27,北區,活動中心,空調R,行政,0
2017/04/26,北區,活動中心,空調R,行政,0
2017/04/25,北區,活動中心,空調R,行政,0
2017/04/24,北區,活動中心,空調R,行政,0
2017/04/23,北區,活動中心,空調R,行政,0
2017/04/22,北區,活動中心,空調R,行政,0
2017/04/21,北區,活動中心,空調R,行政,0
2017/04/20,北區,活動中心,空調R,行政,0
2017/04/19,北區,活動中心,空調R,行政,0
2017/04/18,北區,活動中心,空調R,行政,0
2017/04/17,北區,活動中心,空調R,行政,0
2017/04/16,北區,活動中心,空調R,行政,0
2017/04/15,北區,活動中心,空調R,行政,0
2017/04/14,北區,活動中心,空調R,行政,0
2017/04/13,北區,活動中心,空調R,行政,0
2017/04/12,北區,活動中心,空調R,行政,0
2017/04/11,北區,活動中心,空調R,行政,0
2017/04/10,北區,活動中心,空調R,行政,0
2017/04/09,北區,活動中心,空調R,行政,0
2017/04/08,北區,活動中心,空調R,行政,0
2017/04/07,北區,活動中心,空調R,行政,0
2017/04/06,北區,活動中心,空調R,行政,0
2017/04/05,北區,活動中心,空調R,行政,0
2017/04/04,北區,活動中心,空調R,行政,0
2017/04/03,北區,活動中心,空調R,行政,0
2017/04/02,北區,活動中心,空調R,行政,0
2017/04/01,北區,活動中心,空調R,行政,0
2017/03/31,北區,活動中心,空調R,行政,0
2017/03/30,北區,活動中心,空調R,行政,0
2017/03/29,北區,活動中心,空調R,行政,0
2017/03/28,北區,活動中心,空調R,行政,0
2017/03/27,北區,活動中心,空調R,行政,0
2017/03/26,北區,活動中心,空調R,行政,0
2017/03/25,北區,活動中心,空調R,行政,0
2017/03/24,北區,活動中心,空調R,行政,0
2017/03/23,北區,活動中心,空調R,行政,0
2017/03/22,北區,活動中心,空調R,行政,0
2017/03/21,北區,活動中心,空調R,行政,0
2017/03/26,南區,綜合一館,空大MP動力,外租,0
2017/03/25,南區,綜合一館,空大MP動力,外租,0
2017/03/24,南區,綜合一館,空大MP動力,外租,0
2017/03/23,南區,綜合一館,空大MP動力,外租,0
2017/03/22,南區,綜合一館,空大MP動力,外租,0
2017/03/21,南區,綜合一館,空大MP動力,外租,0
2017/03/19,南區,綜合一館,空大MP動力,外租,0
2017/03/18,南區,綜合一館,空大MP動力,外租,0
2017/03/17,南區,綜合一館,空大MP動力,外租,0
2017/03/16,南區,綜合一館,空大MP動力,外租,0
2017/03/15,南區,綜合一館,空大MP動力,外租,0
2017/03/14,南區,綜合一館,空大MP動力,外租,0
2017/03/13,南區,綜合一館,空大MP動力,外租,0
2017/03/12,南區,綜合一館,空大MP動力,外租,0
2017/03/11,南區,綜合一館,空大MP動力,外租,0
2017/03/10,南區,綜合一館,空大MP動力,外租,0
2017/03/09,南區,綜合一館,空大MP動力,外租,0
2017/03/08,南區,綜合一館,空大MP動力,外租,0
2017/03/07,南區,綜合一館,空大MP動力,外租,0
2017/03/06,南區,綜合一館,空大MP動力,外租,0
2017/03/05,南區,綜合一館,空大MP動力,外租,0
2017/03/04,南區,綜合一館,空大MP動力,外租,0
2017/03/03,南區,綜合一館,空大MP動力,外租,0
2017/03/02,南區,綜合一館,空大MP動力,外租,0
2017/03/01,南區,綜合一館,空大MP動力,外租,0
2017/02/28,南區,綜合一館,空大MP動力,外租,0
2017/02/27,南區,綜合一館,空大MP動力,外租,0
2017/02/26,南區,綜合一館,空大MP動力,外租,0
2017/02/25,南區,綜合一館,空大MP動力,外租,0
2017/02/24,南區,綜合一館,空大MP動力,外租,0
2017/02/23,南區,綜合一館,空大MP動力,外租,0
2017/02/22,南區,綜合一館,空大MP動力,外租,0
2017/02/21,南區,綜合一館,空大MP動力,外租,0
2017/02/20,南區,綜合一館,空大MP動力,外租,0
2017/02/19,南區,綜合一館,空大MP動力,外租,0
2017/02/18,南區,綜合一館,空大MP動力,外租,0
2017/02/17,南區,綜合一館,空大MP動力,外租,0
2017/02/16,南區,綜合一館,空大MP動力,外租,0
2017/02/15,南區,綜合一館,空大MP動力,外租,0
2017/02/14,南區,綜合一館,空大MP動力,外租,0
2017/02/13,南區,綜合一館,空大MP動力,外租,0
2017/02/12,南區,綜合一館,空大MP動力,外租,0
2017/02/11,南區,綜合一館,空大MP動力,外租,0
2017/02/10,南區,綜合一館,空大MP動力,外租,0
2017/02/09,南區,綜合一館,空大MP動力,外租,0
2017/02/08,南區,綜合一館,空大MP動力,外租,0
2017/02/07,南區,綜合一館,空大MP動力,外租,0
2017/02/06,南區,綜合一館,空大MP動力,外租,0
2017/02/05,南區,綜合一館,空大MP動力,外租,0
2017/02/04,南區,綜合一館,空大MP動力,外租,0
2017/02/03,南區,綜合一館,空大MP動力,外租,0
2017/02/02,南區,綜合一館,空大MP動力,外租,0
2017/02/01,南區,綜合一館,空大MP動力,外租,0
2017/01/31,南區,綜合一館,空大MP動力,外租,0
2017/01/30,南區,綜合一館,空大MP動力,外租,0
2017/01/29,南區,綜合一館,空大MP動力,外租,0
2017/01/28,南區,綜合一館,空大MP動力,外租,0
2017/01/27,南區,綜合一館,空大MP動力,外租,0
2017/01/26,南區,綜合一館,空大MP動力,外租,0
2017/01/25,南區,綜合一館,空大MP動力,外租,0
2017/01/24,南區,綜合一館,空大MP動力,外租,0
2017/01/23,南區,綜合一館,空大MP動力,外租,0
2017/01/22,南區,綜合一館,空大MP動力,外租,0
2017/01/21,南區,綜合一館,空大MP動力,外租,0
2017/03/26,南區,綜合一館,空大ML燈力,外租,0
2017/03/25,南區,綜合一館,空大ML燈力,外租,0
2017/03/24,南區,綜合一館,空大ML燈力,外租,0
2017/03/23,南區,綜合一館,空大ML燈力,外租,0
2017/03/22,南區,綜合一館,空大ML燈力,外租,0
2017/03/21,南區,綜合一館,空大ML燈力,外租,0
2017/03/19,南區,綜合一館,空大ML燈力,外租,0
2017/03/18,南區,綜合一館,空大ML燈力,外租,0
2017/03/17,南區,綜合一館,空大ML燈力,外租,0
2017/03/16,南區,綜合一館,空大ML燈力,外租,0
2017/03/15,南區,綜合一館,空大ML燈力,外租,0
2017/03/14,南區,綜合一館,空大ML燈力,外租,0
2017/03/13,南區,綜合一館,空大ML燈力,外租,0
2017/03/12,南區,綜合一館,空大ML燈力,外租,0
2017/03/11,南區,綜合一館,空大ML燈力,外租,0
2017/03/10,南區,綜合一館,空大ML燈力,外租,0
2017/03/09,南區,綜合一館,空大ML燈力,外租,0
2017/03/08,南區,綜合一館,空大ML燈力,外租,0
2017/03/07,南區,綜合一館,空大ML燈力,外租,0
2017/03/06,南區,綜合一館,空大ML燈力,外租,0
2017/03/05,南區,綜合一館,空大ML燈力,外租,0
2017/03/04,南區,綜合一館,空大ML燈力,外租,0
2017/03/03,南區,綜合一館,空大ML燈力,外租,0
2017/03/02,南區,綜合一館,空大ML燈力,外租,0
2017/03/01,南區,綜合一館,空大ML燈力,外租,0
