時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2016/12/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7964.50
2016/12/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7433.00
2016/12/31,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6618.50
2017/01/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6326.50
2017/01/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6663.00
2017/01/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7355.00
2017/01/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8593.50
2017/01/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10430.50
2017/01/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10001.00
2017/01/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9477.00
2017/01/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9649.00
2017/01/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9758.00
2017/01/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9343.50
2017/01/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10118.50
2017/01/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10468.00
2017/01/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8775.50
2017/01/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7373.50
2017/01/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7101.00
2017/01/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7527.00
2017/01/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7152.00
2017/01/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7245.00
2017/01/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7574.00
2017/01/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7720.00
2017/01/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6992.00
2017/01/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6780.50
2017/01/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7619.50
2017/01/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7080.00
2017/01/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,5703.50
2017/01/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3762.50
2017/01/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3446.00
2017/01/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3481.50
2017/01/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3740.50
2017/01/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3594.00
2017/01/31,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3893.00
2017/02/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,5246.00
2017/02/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,5841.00
2017/02/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6115.50
2017/02/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,5772.50
2017/02/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,5982.00
2017/02/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6749.50
2017/02/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6908.00
2017/02/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7066.50
2017/02/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7566.00
2017/02/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7509.00
2017/02/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6857.50
2017/02/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6819.50
2017/02/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7178.00
2017/02/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7227.50
2017/02/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7285.50
2017/02/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7432.00
2017/02/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7463.00
2017/02/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7001.00
2017/02/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6865.50
2017/02/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7753.50
2017/02/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7815.50
2017/02/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7702.50
2017/02/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7775.00
2017/02/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7568.50
2017/02/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6793.00
2017/02/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6548.00
2017/02/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6383.50
2017/02/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6622.50
2017/03/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7163.50
2017/03/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7446.00
2017/03/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7333.00
2017/03/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6688.00
2017/03/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6700.00
2017/03/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7560.00
2017/03/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7887.50
2017/03/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7681.00
2017/03/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7567.50
2017/03/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7362.50
2017/03/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6646.50
2017/03/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6556.00
2017/03/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7422.00
2017/03/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7852.00
2017/03/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7401.00
2017/03/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7659.00
2017/03/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7385.50
2017/03/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6614.50
2017/03/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6635.00
2017/03/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8724.00
2017/03/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10443.50
2017/03/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9793.00
2017/03/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10247.50
2017/03/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10210.00
2017/03/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8806.00
2017/03/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8730.00
2017/03/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9987.50
2017/03/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9839.00
2017/03/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9436.00
2017/03/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10066.00
2017/03/31,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10074.50
2017/04/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7527.50
2017/04/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7468.50
2017/04/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7331.00
2017/04/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6871.00
2017/04/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7528.00
2017/04/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8127.00
2017/04/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8882.00
2017/04/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9722.00
2017/04/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9579.00
2017/04/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11118.00
2017/04/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10855.50
2017/04/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10397.50
2017/04/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10729.00
2017/04/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10734.50
2017/04/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10102.50
2017/04/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10036.50
2017/04/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11113.00
2017/04/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11388.50
2017/04/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11298.00
2017/04/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11438.50
2017/04/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11367.50
2017/04/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9392.00
2017/04/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9597.50
2017/04/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10487.50
2017/04/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10739.50
2017/04/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10764.50
2017/04/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10725.00
2017/04/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10600.00
2017/04/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9951.00
2017/04/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9888.00
2017/05/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11022.50
2017/05/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11297.50
2017/05/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11486.00
2017/05/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12015.00
2017/05/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11879.00
2017/05/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10518.00
2017/05/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10212.50
2017/05/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11499.00
2017/05/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11592.50
2017/05/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11974.00
2017/05/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12138.00
2017/05/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11403.00
2017/05/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9965.00
2017/05/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9803.00
2017/05/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11523.00
2017/05/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11499.00
2017/05/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11385.50
2017/05/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11730.50
2017/05/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11393.00
2017/05/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10079.50
2017/05/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10072.50
2017/05/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11230.50
2017/05/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11974.50
2017/05/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12078.50
2017/05/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11654.00
2017/05/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10899.50
2017/05/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10028.00
2017/05/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9769.00
2017/05/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9879.00
2017/05/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10200.00
2017/05/31,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11587.00
2017/06/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,12519.00
2017/06/02,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,11786.00
2017/06/03,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10552.50
2017/06/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,10074.50
