時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2016/01/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9038.75
2016/01/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9247.00
2016/01/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8975.25
2016/01/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8941.50
2016/01/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8932.25
2016/01/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8324.00
2016/01/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8403.25
2016/01/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8833.25
2016/01/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8780.75
2016/01/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8455.25
2016/01/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8271.75
2016/01/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8112.75
2016/01/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7802.75
2016/01/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8174.75
2016/01/18,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8655.25
2016/01/19,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8492.75
2016/01/20,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8550.00
2016/01/21,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9067.25
2016/01/22,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,9241.25
2016/01/23,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7910.00
2016/01/24,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7434.75
2016/01/25,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7644.00
2016/01/26,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7884.75
2016/01/27,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8205.25
2016/01/28,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,8358.75
2016/01/29,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7965.50
2016/01/30,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7135.75
2016/01/31,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,7032.50
2016/02/01,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3462.50
2016/02/04,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,24695.50
2016/02/05,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3759.75
2016/02/06,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3454.50
2016/02/07,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3417.50
2016/02/08,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3633.00
2016/02/09,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3705.75
2016/02/10,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3768.25
2016/02/11,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3764.75
2016/02/12,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3930.50
2016/02/13,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3480.25
2016/02/14,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,3959.75
2016/02/15,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,5614.75
2016/02/16,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6662.50
2016/02/17,北區                  ,基礎大樓                ,主迴路                 ,教學                  ,6810.75
