weekday,時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
3,2017/7/26,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13942.75
4,2017/7/27,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13760
5,2017/7/28,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13219.25
6,2017/7/29,北區                  ,光電大樓                ,主迴路                 ,教學                  ,11743
7,2017/7/30,北區                  ,光電大樓                ,主迴路                 ,教學                  ,11184
1,2017/7/31,北區                  ,光電大樓                ,主迴路                 ,教學                  ,12682.25
2,2017/8/1,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13754.25
3,2017/8/2,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14068
4,2017/8/3,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13832.25
5,2017/8/4,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13528
6,2017/8/5,北區                  ,光電大樓                ,主迴路                 ,教學                  ,12458.75
7,2017/8/6,北區                  ,光電大樓                ,主迴路                 ,教學                  ,12570.25
1,2017/8/7,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14338.5
2,2017/8/8,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14553.75
3,2017/8/9,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14560.5
4,2017/8/10,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14186
5,2017/8/11,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14027
6,2017/8/12,北區                  ,光電大樓                ,主迴路                 ,教學                  ,12551.75
7,2017/8/13,北區                  ,光電大樓                ,主迴路                 ,教學                  ,11969.75
1,2017/8/14,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13969.75
2,2017/8/15,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14118.75
3,2017/8/16,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14387.5
4,2017/8/17,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14171
5,2017/8/18,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14159.25
6,2017/8/19,北區                  ,光電大樓                ,主迴路                 ,教學                  ,11988.5
7,2017/8/20,北區                  ,光電大樓                ,主迴路                 ,教學                  ,12198.25
1,2017/8/21,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14487.5
2,2017/8/22,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14426.75
3,2017/8/23,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14135.5
4,2017/8/24,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13742
5,2017/8/25,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13797
6,2017/8/26,北區                  ,光電大樓                ,主迴路                 ,教學                  ,11878.25
7,2017/8/27,北區                  ,光電大樓                ,主迴路                 ,教學                  ,11432
1,2017/8/28,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13725
2,2017/8/29,北區                  ,光電大樓                ,主迴路                 ,教學                  ,14305.75
3,2017/8/30,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13947
4,2017/8/31,北區                  ,光電大樓                ,主迴路                 ,教學                  ,13919.25
