時  間,區 域,館 舍 別,迴 路 別,用電別,用電量(單位:度)
2017/06,North,ActivityCenter,眼鏡部                 ,Rented                  ,1780.81
2017/06,North,DinningHall2                ,2F快餐部L燈力,Rented                  ,1746.08
2017/06,North,ActivityCenter,華通燈插                ,Rented                  ,1622.69
2017/06,North,ActivityCenter,理髮部                 ,Rented                  ,1398.66
2017/06,North,DinningHall2                ,3F員工餐廳L燈力,Rented                  ,1394.79
2017/06,North,ActivityCenter,美髮部                 ,Rented                  ,1346.77
2017/06,North,DinningHall2                ,3F教職員餐廳L燈力,Rented                  ,1084.89
2017/06,North,EECS,網球場燈力               ,Admin                  ,1052.48
2017/06,North,CCAuditorium,1F郵局L燈力,Rented                  ,1007.11
2017/06,North,First_dorm,主迴路                 ,Dorm                  ,829.91
2017/06,North,Gym,籃排球場                ,Admin                  ,779.55
2017/06,North,SD10,學生交誼廳               ,Dorm                  ,657.83
2017/06,North,ActivityCenter,洗衣部                 ,Rented                  ,389.63
2017/06,North,ActivityCenter,空調R                 ,Admin                  ,0
2017/06,North,Badminton,主迴路                 ,Admin                  ,0
2017/06,North,WasteWater,主迴路                 ,Admin                  ,0
2017/06,North,DinningHall2                ,2F水果部P動力,Rented                  ,0
2017/05,North,DinningHall2                ,1F便利超商動力,Rented                  ,1526888
2017/05,North,Tien_gia_bin,主迴路                 ,Teach                  ,373546.8
2017/05,North,SC,主迴路                 ,Teach                  ,343788
2017/05,North,EECS,主迴路                 ,Teach                  ,256653
2017/05,North,SB,主迴路                 ,Teach                  ,179884
2017/05,North,DinningHall2                ,主迴路                 ,Rented                  ,92877.75
2017/05,North,ActivityCenter,主迴路                 ,Admin                  ,83972.94
2017/05,North,Swim,主迴路                 ,Admin                  ,71092.13
2017/05,North,EECS,空調                  ,Admin                  ,68479.5
2017/05,North,EnvProtect_bd,主迴路                 ,Teach                  ,60511.19
2017/05,North,StudentDormitory9,主迴路                 ,Dorm                  ,59728.31
2017/05,North,SD10,主迴路                 ,Dorm                  ,58176.38
2017/05,North,SA,主迴路                 ,Teach                  ,57777.88
2017/05,North,CCAuditorium,主迴路                 ,Admin                  ,41236.5
2017/05,North,Gym,主迴路                 ,Admin                  ,37600.31
2017/05,North,Engineer2,主迴路                 ,Teach                  ,37091.38
2017/05,North,GraduateDorm1,主迴路                 ,Dorm                  ,34217
2017/05,North,HA1,主迴路                 ,Teach                  ,30829.16
2017/05,North,Chu-HsuanFemale,主迴路                 ,Dorm                  ,30352.88
2017/05,North,Manegement1,主迴路                 ,Teach                  ,30093.88
2017/05,North,Info(North),主迴路                 ,Admin                  ,29826.7
2017/05,North,DinningHall2                ,1F動力1,Rented                  ,27259.13
2017/05,North,HABuilding2                ,主迴路                 ,Teach                  ,24886.13
2017/05,North,ActivityCenter,第一餐聽                ,Rented                  ,23295
2017/05,North,Motocycle,主迴路                 ,Admin                  ,18462.56
2017/05,North,Engineer1,主迴路                 ,Teach                  ,18443
2017/05,North,GraduateStudentDormitory1,主迴路                 ,Dorm                  ,15693.25
2017/05,North,SD11,主迴路                 ,Dorm                  ,12572.5
2017/05,North,DinningHall2                ,1F動力2,Rented                  ,11505.06
2017/05,North,Admin_bd,主迴路                 ,Admin                  ,9857.31
2017/05,North,DinningHall2                ,2F快餐部P動力,Rented                  ,9738.06
2017/05,North,DinningHall2                ,2F素食部P動力,Rented                  ,8422.63
2017/05,North,Info(North),館旁餐亭                ,Rented                  ,6001.63
2017/05,North,DinningHall2                ,3F教職員餐廳P動力,Rented                  ,5147.72
2017/05,North,DinningHall2                ,3F員工餐廳P動力,Rented                  ,4818.91
2017/05,North,DinningHall2                ,1F燈力,Rented                  ,4217.73
2017/05,North,DinningHall2                ,2F素食部L燈力,Rented                  ,3812.14
2017/05,North,Badminton,主迴路                 ,Admin                  ,3296.44
2017/05,North,EECS,網球場動力               ,Admin                  ,3143
2017/05,North,ActivityCenter,華通空調                ,Rented                  ,3100.81
2017/05,North,ActivityCenter,思源                  ,Admin                  ,2793.06
2017/05,North,DinningHall2                ,2F水果部L燈力,Rented                  ,2075.73
2017/05,North,Gym,司令台                 ,Admin                  ,2025.01
2017/05,North,CCAuditorium,1F郵局P動力,Rented                  ,1875.79
2017/05,North,DinningHall2                ,2F快餐部L燈力,Rented                  ,1821.27
2017/05,North,ActivityCenter,華通燈插                ,Rented                  ,1751.94
2017/05,North,ActivityCenter,眼鏡部                 ,Rented                  ,1562.65
2017/05,North,DinningHall2                ,3F員工餐廳L燈力,Rented                  ,1293.49
2017/05,North,ActivityCenter,理髮部                 ,Rented                  ,1136.59
