weekday;date;area;bd_name;loop;types;Usage
3;2017/08/16;南區                  ;工程四館                ;主迴路                 ;教學                  ;12492
4;2017/08/17;南區                  ;工程四館                ;主迴路                 ;教學                  ;12394
5;2017/08/18;南區                  ;工程四館                ;主迴路                 ;教學                  ;11627
6;2017/08/19;南區                  ;工程四館                ;主迴路                 ;教學                  ;9443
7;2017/08/20;南區                  ;工程四館                ;主迴路                 ;教學                  ;6488
1;2017/08/21;南區                  ;工程四館                ;主迴路                 ;教學                  ;11858
2;2017/08/22;南區                  ;工程四館                ;主迴路                 ;教學                  ;12184
3;2017/08/23;南區                  ;工程四館                ;主迴路                 ;教學                  ;11731
4;2017/08/24;南區                  ;工程四館                ;主迴路                 ;教學                  ;11587
5;2017/08/25;南區                  ;工程四館                ;主迴路                 ;教學                  ;11332
6;2017/08/26;南區                  ;工程四館                ;主迴路                 ;教學                  ;9660
7;2017/08/27;南區                  ;工程四館                ;主迴路                 ;教學                  ;9469
1;2017/08/28;南區                  ;工程四館                ;主迴路                 ;教學                  ;11902
2;2017/08/29;南區                  ;工程四館                ;主迴路                 ;教學                  ;12654
3;2017/08/30;南區                  ;工程四館                ;主迴路                 ;教學                  ;12780
4;2017/08/31;南區                  ;工程四館                ;主迴路                 ;教學                  ;12601
