,Date,Weekday,Area,Building_name,Loop,Usage
2760,2017-03-25,6,北區,光電大樓,主迴路,8809.25
2761,2017-03-26,7,北區,光電大樓,主迴路,7988.25
2762,2017-03-27,1,北區,光電大樓,主迴路,8382.25
2763,2017-03-28,2,北區,光電大樓,主迴路,8546.75
2764,2017-03-29,3,北區,光電大樓,主迴路,9148.0
2765,2017-03-30,4,北區,光電大樓,主迴路,10507.5
2766,2017-03-31,5,北區,光電大樓,主迴路,10226.38
2767,2017-04-01,6,北區,光電大樓,主迴路,8100.13
2768,2017-04-02,7,北區,光電大樓,主迴路,7411.5
2769,2017-04-03,1,北區,光電大樓,主迴路,7293.25
2770,2017-04-04,2,北區,光電大樓,主迴路,7595.0
2771,2017-04-05,3,北區,光電大樓,主迴路,8513.25
2772,2017-04-06,4,北區,光電大樓,主迴路,9675.63
2773,2017-04-07,5,北區,光電大樓,主迴路,9976.38
2774,2017-04-08,6,北區,光電大樓,主迴路,9243.75
2775,2017-04-09,7,北區,光電大樓,主迴路,9488.63
2776,2017-04-10,1,北區,光電大樓,主迴路,11302.38
2777,2017-04-11,2,北區,光電大樓,主迴路,11034.13
2778,2017-04-12,3,北區,光電大樓,主迴路,10603.13
2779,2017-04-13,4,北區,光電大樓,主迴路,10591.75
2780,2017-04-14,5,北區,光電大樓,主迴路,10949.75
2781,2017-04-15,6,北區,光電大樓,主迴路,10382.0
2782,2017-04-16,7,北區,光電大樓,主迴路,10767.63
2783,2017-04-17,1,北區,光電大樓,主迴路,12259.75
2784,2017-04-18,2,北區,光電大樓,主迴路,12526.75
2785,2017-04-19,3,北區,光電大樓,主迴路,12770.0
2786,2017-04-20,4,北區,光電大樓,主迴路,12468.38
2787,2017-04-21,5,北區,光電大樓,主迴路,12468.0
2788,2017-04-22,6,北區,光電大樓,主迴路,9717.5
2789,2017-04-23,7,北區,光電大樓,主迴路,9296.5
2790,2017-04-24,1,北區,光電大樓,主迴路,10489.88
2791,2017-04-25,2,北區,光電大樓,主迴路,11284.38
2792,2017-04-26,3,北區,光電大樓,主迴路,11697.63
2793,2017-04-27,4,北區,光電大樓,主迴路,10386.5
2794,2017-04-28,5,北區,光電大樓,主迴路,9940.75
2795,2017-04-29,6,北區,光電大樓,主迴路,9053.75
2796,2017-04-30,7,北區,光電大樓,主迴路,9303.88
2797,2017-05-01,1,北區,光電大樓,主迴路,10994.38
2798,2017-05-02,2,北區,光電大樓,主迴路,12036.75
2799,2017-05-03,3,北區,光電大樓,主迴路,12520.63
2800,2017-05-04,4,北區,光電大樓,主迴路,12893.38
2801,2017-05-05,5,北區,光電大樓,主迴路,12969.38
2802,2017-05-06,6,北區,光電大樓,主迴路,11509.88
2803,2017-05-07,7,北區,光電大樓,主迴路,11118.63
2804,2017-05-08,1,北區,光電大樓,主迴路,12595.0
2805,2017-05-09,2,北區,光電大樓,主迴路,13008.88
2806,2017-05-10,3,北區,光電大樓,主迴路,13505.63
2807,2017-05-11,4,北區,光電大樓,主迴路,14325.5
2808,2017-05-12,5,北區,光電大樓,主迴路,13443.25
2809,2017-05-13,6,北區,光電大樓,主迴路,11439.0
2810,2017-05-14,7,北區,光電大樓,主迴路,11081.13
2811,2017-05-15,1,北區,光電大樓,主迴路,12836.63
2812,2017-05-16,2,北區,光電大樓,主迴路,11597.75
2813,2017-05-17,3,北區,光電大樓,主迴路,12025.5
2814,2017-05-18,4,北區,光電大樓,主迴路,12381.75
2815,2017-05-19,5,北區,光電大樓,主迴路,12096.0
2816,2017-05-20,6,北區,光電大樓,主迴路,10890.75
2817,2017-05-21,7,北區,光電大樓,主迴路,10895.75
2818,2017-05-22,1,北區,光電大樓,主迴路,12665.63
2819,2017-05-23,2,北區,光電大樓,主迴路,13054.0
2820,2017-05-24,3,北區,光電大樓,主迴路,13237.13
2821,2017-05-25,4,北區,光電大樓,主迴路,11867.38
2822,2017-05-26,5,北區,光電大樓,主迴路,11092.63
2823,2017-05-27,6,北區,光電大樓,主迴路,9826.0
2824,2017-05-28,7,北區,光電大樓,主迴路,9985.0
2825,2017-05-29,1,北區,光電大樓,主迴路,10767.38
2826,2017-05-30,2,北區,光電大樓,主迴路,11543.0
2827,2017-05-31,3,北區,光電大樓,主迴路,13343.13
2828,2017-06-01,4,北區,光電大樓,主迴路,13993.38
2829,2017-06-02,5,北區,光電大樓,主迴路,12500.0
2830,2017-06-03,6,北區,光電大樓,主迴路,10462.88
2831,2017-06-04,7,北區,光電大樓,主迴路,10279.63
2832,2017-06-05,1,北區,光電大樓,主迴路,11538.63
2833,2017-06-06,2,北區,光電大樓,主迴路,12119.38
2834,2017-06-07,3,北區,光電大樓,主迴路,13050.38
2835,2017-06-08,4,北區,光電大樓,主迴路,14093.63
2836,2017-06-09,5,北區,光電大樓,主迴路,14019.63
2837,2017-06-10,6,北區,光電大樓,主迴路,12764.13
2838,2017-06-11,7,北區,光電大樓,主迴路,12601.38
2839,2017-06-12,1,北區,光電大樓,主迴路,13950.25
2840,2017-06-13,2,北區,光電大樓,主迴路,13918.25
2841,2017-06-14,3,北區,光電大樓,主迴路,12783.13
2842,2017-06-15,4,北區,光電大樓,主迴路,11940.13
2843,2017-06-16,5,北區,光電大樓,主迴路,11577.25
2844,2017-06-17,6,北區,光電大樓,主迴路,10288.5
2845,2017-06-18,7,北區,光電大樓,主迴路,9797.5
2846,2017-06-19,1,北區,光電大樓,主迴路,11649.38
2847,2017-06-20,2,北區,光電大樓,主迴路,12737.13
2848,2017-06-21,3,北區,光電大樓,主迴路,13080.0
2849,2017-06-22,4,北區,光電大樓,主迴路,13386.5
2850,2017-06-23,5,北區,光電大樓,主迴路,13605.25
2851,2017-06-24,6,北區,光電大樓,主迴路,12089.25
2852,2017-06-25,7,北區,光電大樓,主迴路,11911.0
2853,2017-06-26,1,北區,光電大樓,主迴路,13629.75
2854,2017-06-27,2,北區,光電大樓,主迴路,13845.75
2855,2017-06-28,3,北區,光電大樓,主迴路,13886.0
2856,2017-06-29,4,北區,光電大樓,主迴路,14011.0
2857,2017-06-30,5,北區,光電大樓,主迴路,13573.0
2858,2017-07-01,6,北區,光電大樓,主迴路,11907.5
2859,2017-07-02,7,北區,光電大樓,主迴路,11828.0
2860,2017-07-03,1,北區,光電大樓,主迴路,13594.75
2861,2017-07-04,2,北區,光電大樓,主迴路,13750.0
2862,2017-07-05,3,北區,光電大樓,主迴路,13760.0
2863,2017-07-06,4,北區,光電大樓,主迴路,13698.25
2864,2017-07-07,5,北區,光電大樓,主迴路,13098.0
2865,2017-07-08,6,北區,光電大樓,主迴路,10468.75
2866,2017-07-09,7,北區,光電大樓,主迴路,4820.25
2867,2017-07-10,1,北區,光電大樓,主迴路,10870.75
2868,2017-07-11,2,北區,光電大樓,主迴路,13286.75
2869,2017-07-12,3,北區,光電大樓,主迴路,13283.25
2870,2017-07-13,4,北區,光電大樓,主迴路,13625.0
2871,2017-07-14,5,北區,光電大樓,主迴路,13465.25
2872,2017-07-15,6,北區,光電大樓,主迴路,11981.25
2873,2017-07-16,7,北區,光電大樓,主迴路,11730.0
2874,2017-07-17,1,北區,光電大樓,主迴路,13973.75
2875,2017-07-18,2,北區,光電大樓,主迴路,14574.0
2876,2017-07-19,3,北區,光電大樓,主迴路,14256.25
2877,2017-07-20,4,北區,光電大樓,主迴路,13953.25
2878,2017-07-21,5,北區,光電大樓,主迴路,13506.5
2879,2017-07-22,6,北區,光電大樓,主迴路,12231.75
2880,2017-07-23,7,北區,光電大樓,主迴路,12197.25
2881,2017-07-24,1,北區,光電大樓,主迴路,14053.5
2882,2017-07-25,2,北區,光電大樓,主迴路,14046.5
2883,2017-07-26,3,北區,光電大樓,主迴路,13942.75
2884,2017-07-27,4,北區,光電大樓,主迴路,13760.0
2885,2017-07-28,5,北區,光電大樓,主迴路,13219.25
2886,2017-07-29,6,北區,光電大樓,主迴路,11743.0
2887,2017-07-30,7,北區,光電大樓,主迴路,11184.0
2888,2017-07-31,1,北區,光電大樓,主迴路,12682.25
2889,2017-08-01,2,北區,光電大樓,主迴路,13754.25
2890,2017-08-02,3,北區,光電大樓,主迴路,14068.0
2891,2017-08-03,4,北區,光電大樓,主迴路,13832.25
2892,2017-08-04,5,北區,光電大樓,主迴路,13528.0
2893,2017-08-05,6,北區,光電大樓,主迴路,12458.75
2894,2017-08-06,7,北區,光電大樓,主迴路,12570.25
2895,2017-08-07,1,北區,光電大樓,主迴路,14338.5
2896,2017-08-08,2,北區,光電大樓,主迴路,14553.75
2897,2017-08-09,3,北區,光電大樓,主迴路,14560.5
2898,2017-08-10,4,北區,光電大樓,主迴路,14186.0
2899,2017-08-11,5,北區,光電大樓,主迴路,14027.0
2900,2017-08-12,6,北區,光電大樓,主迴路,12551.75
2901,2017-08-13,7,北區,光電大樓,主迴路,11969.75
2902,2017-08-14,1,北區,光電大樓,主迴路,13969.75
2903,2017-08-15,2,北區,光電大樓,主迴路,14118.75
2904,2017-08-16,3,北區,光電大樓,主迴路,14387.5
2905,2017-08-17,4,北區,光電大樓,主迴路,14171.0
2906,2017-08-18,5,北區,光電大樓,主迴路,14159.25
2907,2017-08-19,6,北區,光電大樓,主迴路,11988.5
2908,2017-08-20,7,北區,光電大樓,主迴路,12198.25
2909,2017-08-21,1,北區,光電大樓,主迴路,14487.5
2910,2017-08-22,2,北區,光電大樓,主迴路,14426.75
2911,2017-08-23,3,北區,光電大樓,主迴路,14135.5
2912,2017-08-24,4,北區,光電大樓,主迴路,13742.0
2913,2017-08-25,5,北區,光電大樓,主迴路,13797.0
2914,2017-08-26,6,北區,光電大樓,主迴路,11878.25
2915,2017-08-27,7,北區,光電大樓,主迴路,11432.0
2916,2017-08-28,1,北區,光電大樓,主迴路,13725.0
2917,2017-08-29,2,北區,光電大樓,主迴路,14305.75
2918,2017-08-30,3,北區,光電大樓,主迴路,13947.0
2919,2017-08-31,4,北區,光電大樓,主迴路,13919.25
2920,2016-09-01,4,南區,圖資中心,主迴路,9720.0
2921,2016-09-02,5,南區,圖資中心,主迴路,9512.0
2922,2016-09-03,6,南區,圖資中心,主迴路,5530.0
2923,2016-09-04,7,南區,圖資中心,主迴路,2390.0
2924,2016-09-05,1,南區,圖資中心,主迴路,10356.0
2925,2016-09-06,2,南區,圖資中心,主迴路,9472.0
2926,2016-09-07,3,南區,圖資中心,主迴路,9856.0
2927,2016-09-08,4,南區,圖資中心,主迴路,9664.0
2928,2016-09-09,5,南區,圖資中心,主迴路,9502.0
2929,2016-09-10,6,南區,圖資中心,主迴路,7056.0
2930,2016-09-11,7,南區,圖資中心,主迴路,8164.0
2931,2016-09-12,1,南區,圖資中心,主迴路,9758.0
2932,2016-09-13,2,南區,圖資中心,主迴路,9562.0
2933,2016-09-14,3,南區,圖資中心,主迴路,9276.0
2934,2016-09-15,4,南區,圖資中心,主迴路,2682.0
2935,2016-09-16,5,南區,圖資中心,主迴路,8184.0
2936,2016-09-17,6,南區,圖資中心,主迴路,5574.0
2937,2016-09-18,7,南區,圖資中心,主迴路,7676.0
2938,2016-09-19,1,南區,圖資中心,主迴路,9162.0
2939,2016-09-20,2,南區,圖資中心,主迴路,9092.0
2940,2016-09-21,3,南區,圖資中心,主迴路,9460.0
2941,2016-09-22,4,南區,圖資中心,主迴路,9680.0
2942,2016-09-23,5,南區,圖資中心,主迴路,9834.0
2943,2016-09-24,6,南區,圖資中心,主迴路,5764.0
2944,2016-09-25,7,南區,圖資中心,主迴路,7576.0
2945,2016-09-26,1,南區,圖資中心,主迴路,10486.0
2946,2016-09-27,2,南區,圖資中心,主迴路,2554.0
2947,2016-09-28,3,南區,圖資中心,主迴路,2544.0
2948,2016-09-29,4,南區,圖資中心,主迴路,10750.0
2949,2016-09-30,5,南區,圖資中心,主迴路,10362.0
2950,2016-10-01,6,南區,圖資中心,主迴路,6030.0
2951,2016-10-02,7,南區,圖資中心,主迴路,8338.0
2952,2016-10-03,1,南區,圖資中心,主迴路,9992.0
2953,2016-10-04,2,南區,圖資中心,主迴路,10288.0
2954,2016-10-05,3,南區,圖資中心,主迴路,10330.0
2955,2016-10-06,4,南區,圖資中心,主迴路,10220.0
2956,2016-10-07,5,南區,圖資中心,主迴路,9864.0
2957,2016-10-08,6,南區,圖資中心,主迴路,5736.0
2958,2016-10-09,7,南區,圖資中心,主迴路,7060.0
2959,2016-10-10,1,南區,圖資中心,主迴路,2586.0
2960,2016-10-11,2,南區,圖資中心,主迴路,9160.0
2961,2016-10-12,3,南區,圖資中心,主迴路,9108.0
2962,2016-10-13,4,南區,圖資中心,主迴路,9294.0
2963,2016-10-14,5,南區,圖資中心,主迴路,9464.0
2964,2016-10-15,6,南區,圖資中心,主迴路,5924.0
2965,2016-10-16,7,南區,圖資中心,主迴路,8432.0
2966,2016-10-17,1,南區,圖資中心,主迴路,10234.0
2967,2016-10-18,2,南區,圖資中心,主迴路,10260.0
2968,2016-10-19,3,南區,圖資中心,主迴路,10172.0
2969,2016-10-20,4,南區,圖資中心,主迴路,10268.0
2970,2016-10-21,5,南區,圖資中心,主迴路,10094.0
2971,2016-10-22,6,南區,圖資中心,主迴路,6210.0
2972,2016-10-23,7,南區,圖資中心,主迴路,8500.0
2973,2016-10-24,1,南區,圖資中心,主迴路,9860.0
2974,2016-10-25,2,南區,圖資中心,主迴路,9762.0
2975,2016-10-26,3,南區,圖資中心,主迴路,9910.0
2976,2016-10-27,4,南區,圖資中心,主迴路,9750.0
2977,2016-10-28,5,南區,圖資中心,主迴路,9628.0
2978,2016-10-29,6,南區,圖資中心,主迴路,5748.0
2979,2016-10-30,7,南區,圖資中心,主迴路,7194.0
2980,2016-10-31,1,南區,圖資中心,主迴路,8830.0
2981,2016-11-01,2,南區,圖資中心,主迴路,8814.0
2982,2016-11-02,3,南區,圖資中心,主迴路,8384.0
2983,2016-11-03,4,南區,圖資中心,主迴路,8718.0
2984,2016-11-04,5,南區,圖資中心,主迴路,8734.0
2985,2016-11-05,6,南區,圖資中心,主迴路,7588.0
2986,2016-11-06,7,南區,圖資中心,主迴路,7770.0
2987,2016-11-07,1,南區,圖資中心,主迴路,9262.0
2988,2016-11-08,2,南區,圖資中心,主迴路,9046.0
2989,2016-11-09,3,南區,圖資中心,主迴路,8138.0
2990,2016-11-10,4,南區,圖資中心,主迴路,7986.0
2991,2016-11-11,5,南區,圖資中心,主迴路,7702.0
2992,2016-11-12,6,南區,圖資中心,主迴路,5368.0
2993,2016-11-13,7,南區,圖資中心,主迴路,7732.0
2994,2016-11-14,1,南區,圖資中心,主迴路,9224.0
2995,2016-11-15,2,南區,圖資中心,主迴路,9236.0
2996,2016-11-16,3,南區,圖資中心,主迴路,9328.0
2997,2016-11-17,4,南區,圖資中心,主迴路,9338.0
2998,2016-11-18,5,南區,圖資中心,主迴路,9210.0
2999,2016-11-19,6,南區,圖資中心,主迴路,5824.0
3000,2016-11-20,7,南區,圖資中心,主迴路,7794.0
3001,2016-11-21,1,南區,圖資中心,主迴路,8768.0
3002,2016-11-22,2,南區,圖資中心,主迴路,8860.0
3003,2016-11-23,3,南區,圖資中心,主迴路,8282.0
3004,2016-11-24,4,南區,圖資中心,主迴路,7900.0
3005,2016-11-25,5,南區,圖資中心,主迴路,7958.0
3006,2016-11-26,6,南區,圖資中心,主迴路,5344.0
3007,2016-11-27,7,南區,圖資中心,主迴路,5546.0
3008,2016-11-28,1,南區,圖資中心,主迴路,7380.0
3009,2016-11-29,2,南區,圖資中心,主迴路,8152.0
3010,2016-11-30,3,南區,圖資中心,主迴路,7778.0
3011,2016-12-01,4,南區,圖資中心,主迴路,7560.0
3012,2016-12-02,5,南區,圖資中心,主迴路,8094.0
3013,2016-12-03,6,南區,圖資中心,主迴路,4846.0
3014,2016-12-04,7,南區,圖資中心,主迴路,6504.0
3015,2016-12-05,1,南區,圖資中心,主迴路,8444.0
3016,2016-12-06,2,南區,圖資中心,主迴路,7908.0
3017,2016-12-07,3,南區,圖資中心,主迴路,7724.0
3018,2016-12-08,4,南區,圖資中心,主迴路,7916.0
3019,2016-12-09,5,南區,圖資中心,主迴路,7864.0
3020,2016-12-10,6,南區,圖資中心,主迴路,5002.0
3021,2016-12-11,7,南區,圖資中心,主迴路,6590.0
3022,2016-12-12,1,南區,圖資中心,主迴路,8154.0
3023,2016-12-13,2,南區,圖資中心,主迴路,8280.0
3024,2016-12-14,3,南區,圖資中心,主迴路,7942.0
3025,2016-12-15,4,南區,圖資中心,主迴路,6064.0
3026,2016-12-16,5,南區,圖資中心,主迴路,5900.0
3027,2016-12-17,6,南區,圖資中心,主迴路,3906.0
3028,2016-12-18,7,南區,圖資中心,主迴路,4954.0
3029,2016-12-19,1,南區,圖資中心,主迴路,6894.0
3030,2016-12-20,2,南區,圖資中心,主迴路,7902.0
3031,2016-12-21,3,南區,圖資中心,主迴路,8334.0
3032,2016-12-22,4,南區,圖資中心,主迴路,8212.0
3033,2016-12-23,5,南區,圖資中心,主迴路,6490.0
3034,2016-12-24,6,南區,圖資中心,主迴路,4376.0
3035,2016-12-25,7,南區,圖資中心,主迴路,5620.0
3036,2016-12-26,1,南區,圖資中心,主迴路,8404.0
3037,2016-12-27,2,南區,圖資中心,主迴路,7106.0
3038,2016-12-28,3,南區,圖資中心,主迴路,6752.0
3039,2016-12-29,4,南區,圖資中心,主迴路,5996.0
3040,2016-12-30,5,南區,圖資中心,主迴路,6428.0
3041,2016-12-31,6,南區,圖資中心,主迴路,4844.0
3042,2017-01-01,7,南區,圖資中心,主迴路,2564.0
3043,2017-01-02,1,南區,圖資中心,主迴路,7226.0
3044,2017-01-03,2,南區,圖資中心,主迴路,8194.0
3045,2017-01-04,3,南區,圖資中心,主迴路,8480.0
3046,2017-01-05,4,南區,圖資中心,主迴路,8374.0
3047,2017-01-06,5,南區,圖資中心,主迴路,8490.0
3048,2017-01-07,6,南區,圖資中心,主迴路,7568.0
3049,2017-01-08,7,南區,圖資中心,主迴路,7342.0
3050,2017-01-09,1,南區,圖資中心,主迴路,7710.0
3051,2017-01-10,2,南區,圖資中心,主迴路,7938.0
3052,2017-01-11,3,南區,圖資中心,主迴路,8178.0
3053,2017-01-12,4,南區,圖資中心,主迴路,8330.0
3054,2017-01-13,5,南區,圖資中心,主迴路,6660.0
3055,2017-01-14,6,南區,圖資中心,主迴路,3880.0
3056,2017-01-15,7,南區,圖資中心,主迴路,4572.0
3057,2017-01-16,1,南區,圖資中心,主迴路,6224.0
3058,2017-01-17,2,南區,圖資中心,主迴路,6632.0
3059,2017-01-18,3,南區,圖資中心,主迴路,6990.0
3060,2017-01-19,4,南區,圖資中心,主迴路,6940.0
3061,2017-01-20,5,南區,圖資中心,主迴路,5864.0
3062,2017-01-21,6,南區,圖資中心,主迴路,3676.0
3063,2017-01-22,7,南區,圖資中心,主迴路,4470.0
3064,2017-01-23,1,南區,圖資中心,主迴路,5942.0
3065,2017-01-24,2,南區,圖資中心,主迴路,23268590.0
3066,2017-01-25,3,南區,圖資中心,主迴路,3512.0
3067,2017-01-26,4,南區,圖資中心,主迴路,1306.0
3068,2017-01-27,5,南區,圖資中心,主迴路,1310.0
3069,2017-01-28,6,南區,圖資中心,主迴路,1320.0
3070,2017-01-29,7,南區,圖資中心,主迴路,1320.0
3071,2017-01-30,1,南區,圖資中心,主迴路,1308.0
3072,2017-01-31,2,南區,圖資中心,主迴路,1308.0
3073,2017-02-01,3,南區,圖資中心,主迴路,1666.0
3074,2017-02-02,4,南區,圖資中心,主迴路,5218.0
3075,2017-02-03,5,南區,圖資中心,主迴路,5962.0
3076,2017-02-04,6,南區,圖資中心,主迴路,4038.0
3077,2017-02-05,7,南區,圖資中心,主迴路,5626.0
3078,2017-02-06,1,南區,圖資中心,主迴路,5532.0
3079,2017-02-07,2,南區,圖資中心,主迴路,5752.0
3080,2017-02-08,3,南區,圖資中心,主迴路,5944.0
3081,2017-02-09,4,南區,圖資中心,主迴路,5668.0
3082,2017-02-10,5,南區,圖資中心,主迴路,5458.0
3083,2017-02-11,6,南區,圖資中心,主迴路,3638.0
3084,2017-02-12,7,南區,圖資中心,主迴路,4514.0
3085,2017-02-13,1,南區,圖資中心,主迴路,5554.0
3086,2017-02-14,2,南區,圖資中心,主迴路,5628.0
3087,2017-02-15,3,南區,圖資中心,主迴路,5934.0
3088,2017-02-16,4,南區,圖資中心,主迴路,6158.0
3089,2017-02-17,5,南區,圖資中心,主迴路,6716.0
3090,2017-02-18,6,南區,圖資中心,主迴路,4918.0
3091,2017-02-19,7,南區,圖資中心,主迴路,4974.0
3092,2017-02-20,1,南區,圖資中心,主迴路,7588.0
3093,2017-02-21,2,南區,圖資中心,主迴路,8426.0
3094,2017-02-22,3,南區,圖資中心,主迴路,8072.0
3095,2017-02-23,4,南區,圖資中心,主迴路,6570.0
3096,2017-02-24,5,南區,圖資中心,主迴路,5870.0
3097,2017-02-25,6,南區,圖資中心,主迴路,3844.0
3098,2017-02-26,7,南區,圖資中心,主迴路,4814.0
3099,2017-02-27,1,南區,圖資中心,主迴路,4900.0
3100,2017-02-28,2,南區,圖資中心,主迴路,2302.0
3101,2017-03-01,3,南區,圖資中心,主迴路,6138.0
3102,2017-03-02,4,南區,圖資中心,主迴路,6632.0
3103,2017-03-03,5,南區,圖資中心,主迴路,5876.0
3104,2017-03-04,6,南區,圖資中心,主迴路,4446.0
3105,2017-03-05,7,南區,圖資中心,主迴路,4784.0
3106,2017-03-06,1,南區,圖資中心,主迴路,6574.0
3107,2017-03-07,2,南區,圖資中心,主迴路,6040.0
3108,2017-03-08,3,南區,圖資中心,主迴路,6144.0
3109,2017-03-09,4,南區,圖資中心,主迴路,5982.0
3110,2017-03-10,5,南區,圖資中心,主迴路,5954.0
3111,2017-03-11,6,南區,圖資中心,主迴路,3978.0
3112,2017-03-12,7,南區,圖資中心,主迴路,5004.0
3113,2017-03-13,1,南區,圖資中心,主迴路,7156.0
3114,2017-03-14,2,南區,圖資中心,主迴路,6030.0
3115,2017-03-15,3,南區,圖資中心,主迴路,5782.0
3116,2017-03-16,4,南區,圖資中心,主迴路,5674.0
3117,2017-03-17,5,南區,圖資中心,主迴路,5578.0
3118,2017-03-18,6,南區,圖資中心,主迴路,4070.0
3119,2017-03-19,7,南區,圖資中心,主迴路,5348.0
3120,2017-03-20,1,南區,圖資中心,主迴路,8148.0
3121,2017-03-21,2,南區,圖資中心,主迴路,7864.0
3122,2017-03-22,3,南區,圖資中心,主迴路,8284.0
3123,2017-03-23,4,南區,圖資中心,主迴路,7932.0
3124,2017-03-24,5,南區,圖資中心,主迴路,7794.0
3125,2017-03-25,6,南區,圖資中心,主迴路,4230.0
3126,2017-03-26,7,南區,圖資中心,主迴路,5058.0
3127,2017-03-27,1,南區,圖資中心,主迴路,6986.0
3128,2017-03-28,2,南區,圖資中心,主迴路,7832.0
3129,2017-03-29,3,南區,圖資中心,主迴路,8336.0
3130,2017-03-30,4,南區,圖資中心,主迴路,8740.0
3131,2017-03-31,5,南區,圖資中心,主迴路,8198.0
3132,2017-04-01,6,南區,圖資中心,主迴路,3722.0
3133,2017-04-02,7,南區,圖資中心,主迴路,3696.0
3134,2017-04-03,1,南區,圖資中心,主迴路,2356.0
3135,2017-04-04,2,南區,圖資中心,主迴路,2402.0
3136,2017-04-05,3,南區,圖資中心,主迴路,7460.0
3137,2017-04-06,4,南區,圖資中心,主迴路,9018.0
3138,2017-04-07,5,南區,圖資中心,主迴路,9478.0
3139,2017-04-08,6,南區,圖資中心,主迴路,9644.0
3140,2017-04-09,7,南區,圖資中心,主迴路,8454.0
3141,2017-04-10,1,南區,圖資中心,主迴路,10166.0
3142,2017-04-11,2,南區,圖資中心,主迴路,9824.0
3143,2017-04-12,3,南區,圖資中心,主迴路,8080.0
3144,2017-04-13,4,南區,圖資中心,主迴路,6282.0
3145,2017-04-14,5,南區,圖資中心,主迴路,8896.0
3146,2017-04-15,6,南區,圖資中心,主迴路,5806.0
3147,2017-04-16,7,南區,圖資中心,主迴路,6002.0
3148,2017-04-17,1,南區,圖資中心,主迴路,10292.0
3149,2017-04-18,2,南區,圖資中心,主迴路,10406.0
3150,2017-04-19,3,南區,圖資中心,主迴路,10556.0
3151,2017-04-20,4,南區,圖資中心,主迴路,9796.0
3152,2017-04-21,5,南區,圖資中心,主迴路,10100.0
3153,2017-04-22,6,南區,圖資中心,主迴路,5154.0
3154,2017-04-23,7,南區,圖資中心,主迴路,5028.0
3155,2017-04-24,1,南區,圖資中心,主迴路,8190.0
3156,2017-04-25,2,南區,圖資中心,主迴路,8614.0
3157,2017-04-26,3,南區,圖資中心,主迴路,9434.0
3158,2017-04-27,4,南區,圖資中心,主迴路,7612.0
3159,2017-04-28,5,南區,圖資中心,主迴路,7878.0
3160,2017-04-29,6,南區,圖資中心,主迴路,5030.0
3161,2017-04-30,7,南區,圖資中心,主迴路,5240.0
3162,2017-05-01,1,南區,圖資中心,主迴路,8728.0
3163,2017-05-02,2,南區,圖資中心,主迴路,9588.0
3164,2017-05-03,3,南區,圖資中心,主迴路,10066.0
3165,2017-05-04,4,南區,圖資中心,主迴路,10412.0
3166,2017-05-05,5,南區,圖資中心,主迴路,10408.0
3167,2017-05-06,6,南區,圖資中心,主迴路,6192.0
3168,2017-05-07,7,南區,圖資中心,主迴路,6010.0
3169,2017-05-08,1,南區,圖資中心,主迴路,10302.0
3170,2017-05-09,2,南區,圖資中心,主迴路,9214.0
3171,2017-05-10,3,南區,圖資中心,主迴路,10174.0
3172,2017-05-11,4,南區,圖資中心,主迴路,10130.0
3173,2017-05-12,5,南區,圖資中心,主迴路,10478.0
3174,2017-05-13,6,南區,圖資中心,主迴路,6016.0
3175,2017-05-14,7,南區,圖資中心,主迴路,5938.0
3176,2017-05-15,1,南區,圖資中心,主迴路,10186.0
3177,2017-05-16,2,南區,圖資中心,主迴路,8952.0
3178,2017-05-17,3,南區,圖資中心,主迴路,9136.0
3179,2017-05-18,4,南區,圖資中心,主迴路,9406.0
3180,2017-05-19,5,南區,圖資中心,主迴路,9258.0
3181,2017-05-20,6,南區,圖資中心,主迴路,5644.0
3182,2017-05-21,7,南區,圖資中心,主迴路,5776.0
3183,2017-05-22,1,南區,圖資中心,主迴路,10138.0
3184,2017-05-23,2,南區,圖資中心,主迴路,10098.0
3185,2017-05-24,3,南區,圖資中心,主迴路,10520.0
3186,2017-05-25,4,南區,圖資中心,主迴路,9458.0
3187,2017-05-26,5,南區,圖資中心,主迴路,8434.0
3188,2017-05-27,6,南區,圖資中心,主迴路,5382.0
3189,2017-05-28,7,南區,圖資中心,主迴路,5392.0
3190,2017-05-29,1,南區,圖資中心,主迴路,2406.0
3191,2017-05-30,2,南區,圖資中心,主迴路,1610.0
3192,2017-05-31,3,南區,圖資中心,主迴路,11300.0
3193,2017-06-01,4,南區,圖資中心,主迴路,10930.0
3194,2017-06-02,5,南區,圖資中心,主迴路,10490.0
3195,2017-06-03,6,南區,圖資中心,主迴路,7838.0
3196,2017-06-04,7,南區,圖資中心,主迴路,6262.0
3197,2017-06-05,1,南區,圖資中心,主迴路,10500.0
3198,2017-06-06,2,南區,圖資中心,主迴路,10954.0
3199,2017-06-07,3,南區,圖資中心,主迴路,11278.0
3200,2017-06-08,4,南區,圖資中心,主迴路,11516.0
3201,2017-06-09,5,南區,圖資中心,主迴路,11110.0
3202,2017-06-10,6,南區,圖資中心,主迴路,9402.0
3203,2017-06-11,7,南區,圖資中心,主迴路,9614.0
3204,2017-06-12,1,南區,圖資中心,主迴路,11522.0
3205,2017-06-13,2,南區,圖資中心,主迴路,11474.0
3206,2017-06-14,3,南區,圖資中心,主迴路,10360.0
3207,2017-06-15,4,南區,圖資中心,主迴路,9630.0
3208,2017-06-16,5,南區,圖資中心,主迴路,9506.0
3209,2017-06-17,6,南區,圖資中心,主迴路,5472.0
