weekday;date;area;bd_name;loop;types;Usage
2;2017/08/01;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1822
3;2017/08/02;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1718
4;2017/08/03;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1857.5
5;2017/08/04;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1750.5
6;2017/08/05;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1492
7;2017/08/06;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1490
1;2017/08/07;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1951.5
2;2017/08/08;南區                  ;綜合一館                ;主迴路                 ;教學                  ;2006
3;2017/08/09;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1995.5
4;2017/08/10;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1960
5;2017/08/11;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1849
6;2017/08/12;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1350.5
7;2017/08/13;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1435.5
1;2017/08/14;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1908
2;2017/08/15;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1948
3;2017/08/16;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1944.5
4;2017/08/17;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1965.5
5;2017/08/18;南區                  ;綜合一館                ;主迴路                 ;教學                  ;2092
6;2017/08/19;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1639
7;2017/08/20;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1514.5
1;2017/08/21;南區                  ;綜合一館                ;主迴路                 ;教學                  ;2036.5
2;2017/08/22;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1895.5
3;2017/08/23;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1896
4;2017/08/24;南區                  ;綜合一館                ;主迴路                 ;教學                  ;2046.5
5;2017/08/25;南區                  ;綜合一館                ;主迴路                 ;教學                  ;2116
6;2017/08/26;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1601.5
7;2017/08/27;南區                  ;綜合一館                ;主迴路                 ;教學                  ;1439.5
1;2017/08/28;南區                  ;綜合一館                ;主迴路                 ;教學                  ;2015
2;2017/08/29;南區                  ;綜合一館                ;主迴路                 ;教學                  ;2068
3;2017/08/30;南區                  ;綜合一館                ;主迴路                 ;教學                  ;2004
4;2017/08/31;南區                  ;綜合一館                ;主迴路                 ;教學                  ;2029
